Burnup,k-eff,Enrichment,Gd,GD_Contents,BOC_CBC,EOC_BU
0,0.93942,2,16,4,-644.8659811,10.433
0.5,0.94487,2,16,4,-644.8659811,10.433
1,0.96053,2,16,4,-644.8659811,10.433
1.5,0.97782,2,16,4,-644.8659811,10.433
2,0.99699,2,16,4,-644.8659811,10.433
2.5,1.01837,2,16,4,-644.8659811,10.433
3,1.0423,2,16,4,-644.8659811,10.433
3.5,1.06841,2,16,4,-644.8659811,10.433
4,1.09174,2,16,4,-644.8659811,10.433
4.5,1.10596,2,16,4,-644.8659811,10.433
5,1.10962,2,16,4,-644.8659811,10.433
5.5,1.10704,2,16,4,-644.8659811,10.433
6,1.10244,2,16,4,-644.8659811,10.433
6.5,1.09699,2,16,4,-644.8659811,10.433
7,1.09117,2,16,4,-644.8659811,10.433
7.5,1.08521,2,16,4,-644.8659811,10.433
8,1.07925,2,16,4,-644.8659811,10.433
8.5,1.07336,2,16,4,-644.8659811,10.433
9,1.06757,2,16,4,-644.8659811,10.433
9.5,1.06187,2,16,4,-644.8659811,10.433
10,1.05627,2,16,4,-644.8659811,10.433
10.5,1.05076,2,16,4,-644.8659811,10.433
11,1.04534,2,16,4,-644.8659811,10.433
11.5,1.04001,2,16,4,-644.8659811,10.433
12,1.03475,2,16,4,-644.8659811,10.433
12.5,1.02957,2,16,4,-644.8659811,10.433
13,1.02446,2,16,4,-644.8659811,10.433
13.5,1.01942,2,16,4,-644.8659811,10.433
14,1.01444,2,16,4,-644.8659811,10.433
14.5,1.00954,2,16,4,-644.8659811,10.433
15,1.0047,2,16,4,-644.8659811,10.433
17.5,0.98186,2,16,4,-644.8659811,10.433
20,0.96008,2,16,4,-644.8659811,10.433
22.5,0.93958,2,16,4,-644.8659811,10.433
25,0.92042,2,16,4,-644.8659811,10.433
27.5,0.90253,2,16,4,-644.8659811,10.433
30,0.88599,2,16,4,-644.8659811,10.433
32.5,0.87075,2,16,4,-644.8659811,10.433
35,0.85682,2,16,4,-644.8659811,10.433
37.5,0.84416,2,16,4,-644.8659811,10.433
40,0.8327,2,16,4,-644.8659811,10.433
42.5,0.82237,2,16,4,-644.8659811,10.433
45,0.81309,2,16,4,-644.8659811,10.433
47.5,0.80477,2,16,4,-644.8659811,10.433
50,0.79732,2,16,4,-644.8659811,10.433
52.5,0.79063,2,16,4,-644.8659811,10.433
55,0.78463,2,16,4,-644.8659811,10.433
57.5,0.77921,2,16,4,-644.8659811,10.433
60,0.77432,2,16,4,-644.8659811,10.433
0,0.88743,2,20,4,-1268.494416,10.375
0.5,0.89699,2,20,4,-1268.494416,10.375
1,0.91708,2,20,4,-1268.494416,10.375
1.5,0.93929,2,20,4,-1268.494416,10.375
2,0.96393,2,20,4,-1268.494416,10.375
2.5,0.99157,2,20,4,-1268.494416,10.375
3,1.02253,2,20,4,-1268.494416,10.375
3.5,1.05611,2,20,4,-1268.494416,10.375
4,1.08549,2,20,4,-1268.494416,10.375
4.5,1.10304,2,20,4,-1268.494416,10.375
5,1.10793,2,20,4,-1268.494416,10.375
5.5,1.10582,2,20,4,-1268.494416,10.375
6,1.10147,2,20,4,-1268.494416,10.375
6.5,1.09621,2,20,4,-1268.494416,10.375
7,1.09045,2,20,4,-1268.494416,10.375
7.5,1.08452,2,20,4,-1268.494416,10.375
8,1.07857,2,20,4,-1268.494416,10.375
8.5,1.07269,2,20,4,-1268.494416,10.375
9,1.06691,2,20,4,-1268.494416,10.375
9.5,1.06122,2,20,4,-1268.494416,10.375
10,1.05563,2,20,4,-1268.494416,10.375
10.5,1.05012,2,20,4,-1268.494416,10.375
11,1.04472,2,20,4,-1268.494416,10.375
11.5,1.03939,2,20,4,-1268.494416,10.375
12,1.03415,2,20,4,-1268.494416,10.375
12.5,1.02897,2,20,4,-1268.494416,10.375
13,1.02386,2,20,4,-1268.494416,10.375
13.5,1.01883,2,20,4,-1268.494416,10.375
14,1.01386,2,20,4,-1268.494416,10.375
14.5,1.00896,2,20,4,-1268.494416,10.375
15,1.00413,2,20,4,-1268.494416,10.375
17.5,0.98131,2,20,4,-1268.494416,10.375
20,0.95954,2,20,4,-1268.494416,10.375
22.5,0.93905,2,20,4,-1268.494416,10.375
25,0.91988,2,20,4,-1268.494416,10.375
27.5,0.90199,2,20,4,-1268.494416,10.375
30,0.88542,2,20,4,-1268.494416,10.375
32.5,0.87015,2,20,4,-1268.494416,10.375
35,0.8562,2,20,4,-1268.494416,10.375
37.5,0.84351,2,20,4,-1268.494416,10.375
40,0.83202,2,20,4,-1268.494416,10.375
42.5,0.82167,2,20,4,-1268.494416,10.375
45,0.81236,2,20,4,-1268.494416,10.375
47.5,0.80402,2,20,4,-1268.494416,10.375
50,0.79654,2,20,4,-1268.494416,10.375
52.5,0.78984,2,20,4,-1268.494416,10.375
55,0.78382,2,20,4,-1268.494416,10.375
57.5,0.77839,2,20,4,-1268.494416,10.375
60,0.77348,2,20,4,-1268.494416,10.375
0,0.83868,2,24,4,-1923.498831,10.318
0.5,0.8521,2,24,4,-1923.498831,10.318
1,0.87659,2,24,4,-1923.498831,10.318
1.5,0.90367,2,24,4,-1923.498831,10.318
2,0.93371,2,24,4,-1923.498831,10.318
2.5,0.9674,2,24,4,-1923.498831,10.318
3,1.00502,2,24,4,-1923.498831,10.318
3.5,1.04542,2,24,4,-1923.498831,10.318
4,1.07989,2,24,4,-1923.498831,10.318
4.5,1.10013,2,24,4,-1923.498831,10.318
5,1.10611,2,24,4,-1923.498831,10.318
5.5,1.10455,2,24,4,-1923.498831,10.318
6,1.10051,2,24,4,-1923.498831,10.318
6.5,1.09542,2,24,4,-1923.498831,10.318
7,1.08972,2,24,4,-1923.498831,10.318
7.5,1.08382,2,24,4,-1923.498831,10.318
8,1.07789,2,24,4,-1923.498831,10.318
8.5,1.07202,2,24,4,-1923.498831,10.318
9,1.06625,2,24,4,-1923.498831,10.318
9.5,1.06057,2,24,4,-1923.498831,10.318
10,1.05499,2,24,4,-1923.498831,10.318
10.5,1.0495,2,24,4,-1923.498831,10.318
11,1.0441,2,24,4,-1923.498831,10.318
11.5,1.03878,2,24,4,-1923.498831,10.318
12,1.03355,2,24,4,-1923.498831,10.318
12.5,1.02838,2,24,4,-1923.498831,10.318
13,1.02328,2,24,4,-1923.498831,10.318
13.5,1.01825,2,24,4,-1923.498831,10.318
14,1.01329,2,24,4,-1923.498831,10.318
14.5,1.00839,2,24,4,-1923.498831,10.318
15,1.00356,2,24,4,-1923.498831,10.318
17.5,0.98077,2,24,4,-1923.498831,10.318
20,0.95901,2,24,4,-1923.498831,10.318
22.5,0.93852,2,24,4,-1923.498831,10.318
25,0.91936,2,24,4,-1923.498831,10.318
27.5,0.90146,2,24,4,-1923.498831,10.318
30,0.88487,2,24,4,-1923.498831,10.318
32.5,0.86958,2,24,4,-1923.498831,10.318
35,0.85561,2,24,4,-1923.498831,10.318
37.5,0.84289,2,24,4,-1923.498831,10.318
40,0.83138,2,24,4,-1923.498831,10.318
42.5,0.821,2,24,4,-1923.498831,10.318
45,0.81167,2,24,4,-1923.498831,10.318
47.5,0.8033,2,24,4,-1923.498831,10.318
50,0.7958,2,24,4,-1923.498831,10.318
52.5,0.78908,2,24,4,-1923.498831,10.318
55,0.78304,2,24,4,-1923.498831,10.318
57.5,0.77759,2,24,4,-1923.498831,10.318
60,0.77268,2,24,4,-1923.498831,10.318
0,1.2442,2.5,0,4,1962.70696,15.782
0.5,1.23048,2.5,0,4,1962.70696,15.782
1,1.22451,2.5,0,4,1962.70696,15.782
1.5,1.21894,2.5,0,4,1962.70696,15.782
2,1.213,2.5,0,4,1962.70696,15.782
2.5,1.20675,2.5,0,4,1962.70696,15.782
3,1.2003,2.5,0,4,1962.70696,15.782
3.5,1.19372,2.5,0,4,1962.70696,15.782
4,1.18708,2.5,0,4,1962.70696,15.782
4.5,1.18044,2.5,0,4,1962.70696,15.782
5,1.17383,2.5,0,4,1962.70696,15.782
5.5,1.16726,2.5,0,4,1962.70696,15.782
6,1.16077,2.5,0,4,1962.70696,15.782
6.5,1.15437,2.5,0,4,1962.70696,15.782
7,1.14806,2.5,0,4,1962.70696,15.782
7.5,1.14185,2.5,0,4,1962.70696,15.782
8,1.13575,2.5,0,4,1962.70696,15.782
8.5,1.12975,2.5,0,4,1962.70696,15.782
9,1.12385,2.5,0,4,1962.70696,15.782
9.5,1.11804,2.5,0,4,1962.70696,15.782
10,1.11231,2.5,0,4,1962.70696,15.782
10.5,1.10668,2.5,0,4,1962.70696,15.782
11,1.10112,2.5,0,4,1962.70696,15.782
11.5,1.09564,2.5,0,4,1962.70696,15.782
12,1.09023,2.5,0,4,1962.70696,15.782
12.5,1.0849,2.5,0,4,1962.70696,15.782
13,1.07963,2.5,0,4,1962.70696,15.782
13.5,1.07442,2.5,0,4,1962.70696,15.782
14,1.06928,2.5,0,4,1962.70696,15.782
14.5,1.0642,2.5,0,4,1962.70696,15.782
15,1.05918,2.5,0,4,1962.70696,15.782
17.5,1.03516,2.5,0,4,1962.70696,15.782
20,1.01213,2.5,0,4,1962.70696,15.782
22.5,0.99014,2.5,0,4,1962.70696,15.782
25,0.96914,2.5,0,4,1962.70696,15.782
27.5,0.94913,2.5,0,4,1962.70696,15.782
30,0.93015,2.5,0,4,1962.70696,15.782
32.5,0.91223,2.5,0,4,1962.70696,15.782
35,0.89541,2.5,0,4,1962.70696,15.782
37.5,0.87972,2.5,0,4,1962.70696,15.782
40,0.86519,2.5,0,4,1962.70696,15.782
42.5,0.85181,2.5,0,4,1962.70696,15.782
45,0.83956,2.5,0,4,1962.70696,15.782
47.5,0.82841,2.5,0,4,1962.70696,15.782
50,0.8183,2.5,0,4,1962.70696,15.782
52.5,0.80918,2.5,0,4,1962.70696,15.782
55,0.80096,2.5,0,4,1962.70696,15.782
57.5,0.79357,2.5,0,4,1962.70696,15.782
60,0.78693,2.5,0,4,1962.70696,15.782
0,1.18009,2.5,4,4,1526.070046,15.632
0.5,1.17023,2.5,4,4,1526.070046,15.632
1,1.16838,2.5,4,4,1526.070046,15.632
1.5,1.16724,2.5,4,4,1526.070046,15.632
2,1.1661,2.5,4,4,1526.070046,15.632
2.5,1.16512,2.5,4,4,1526.070046,15.632
3,1.16442,2.5,4,4,1526.070046,15.632
3.5,1.16409,2.5,4,4,1526.070046,15.632
4,1.16411,2.5,4,4,1526.070046,15.632
4.5,1.16421,2.5,4,4,1526.070046,15.632
5,1.16344,2.5,4,4,1526.070046,15.632
5.5,1.16106,2.5,4,4,1526.070046,15.632
6,1.15697,2.5,4,4,1526.070046,15.632
6.5,1.15169,2.5,4,4,1526.070046,15.632
7,1.14592,2.5,4,4,1526.070046,15.632
7.5,1.13998,2.5,4,4,1526.070046,15.632
8,1.13403,2.5,4,4,1526.070046,15.632
8.5,1.1281,2.5,4,4,1526.070046,15.632
9,1.12224,2.5,4,4,1526.070046,15.632
9.5,1.11644,2.5,4,4,1526.070046,15.632
10,1.11073,2.5,4,4,1526.070046,15.632
10.5,1.10511,2.5,4,4,1526.070046,15.632
11,1.09956,2.5,4,4,1526.070046,15.632
11.5,1.0941,2.5,4,4,1526.070046,15.632
12,1.0887,2.5,4,4,1526.070046,15.632
12.5,1.08338,2.5,4,4,1526.070046,15.632
13,1.07812,2.5,4,4,1526.070046,15.632
13.5,1.07293,2.5,4,4,1526.070046,15.632
14,1.0678,2.5,4,4,1526.070046,15.632
14.5,1.06273,2.5,4,4,1526.070046,15.632
15,1.05771,2.5,4,4,1526.070046,15.632
17.5,1.03375,2.5,4,4,1526.070046,15.632
20,1.01076,2.5,4,4,1526.070046,15.632
22.5,0.98879,2.5,4,4,1526.070046,15.632
25,0.96783,2.5,4,4,1526.070046,15.632
27.5,0.94785,2.5,4,4,1526.070046,15.632
30,0.9289,2.5,4,4,1526.070046,15.632
32.5,0.91101,2.5,4,4,1526.070046,15.632
35,0.89421,2.5,4,4,1526.070046,15.632
37.5,0.87856,2.5,4,4,1526.070046,15.632
40,0.86405,2.5,4,4,1526.070046,15.632
42.5,0.85069,2.5,4,4,1526.070046,15.632
45,0.83847,2.5,4,4,1526.070046,15.632
47.5,0.82734,2.5,4,4,1526.070046,15.632
50,0.81726,2.5,4,4,1526.070046,15.632
52.5,0.80816,2.5,4,4,1526.070046,15.632
55,0.79995,2.5,4,4,1526.070046,15.632
57.5,0.79258,2.5,4,4,1526.070046,15.632
60,0.78596,2.5,4,4,1526.070046,15.632
0,1.12415,2.5,8,4,1104.389984,15.469
0.5,1.11699,2.5,8,4,1104.389984,15.469
1,1.11812,2.5,8,4,1104.389984,15.469
1.5,1.12023,2.5,8,4,1104.389984,15.469
2,1.12271,2.5,8,4,1104.389984,15.469
2.5,1.12585,2.5,8,4,1104.389984,15.469
3,1.12988,2.5,8,4,1104.389984,15.469
3.5,1.13504,2.5,8,4,1104.389984,15.469
4,1.14137,2.5,8,4,1104.389984,15.469
4.5,1.14837,2.5,8,4,1104.389984,15.469
5,1.15385,2.5,8,4,1104.389984,15.469
5.5,1.15577,2.5,8,4,1104.389984,15.469
6,1.15372,2.5,8,4,1104.389984,15.469
6.5,1.14923,2.5,8,4,1104.389984,15.469
7,1.14384,2.5,8,4,1104.389984,15.469
7.5,1.13808,2.5,8,4,1104.389984,15.469
8,1.13221,2.5,8,4,1104.389984,15.469
8.5,1.12632,2.5,8,4,1104.389984,15.469
9,1.12047,2.5,8,4,1104.389984,15.469
9.5,1.11469,2.5,8,4,1104.389984,15.469
10,1.109,2.5,8,4,1104.389984,15.469
10.5,1.10339,2.5,8,4,1104.389984,15.469
11,1.09786,2.5,8,4,1104.389984,15.469
11.5,1.0924,2.5,8,4,1104.389984,15.469
12,1.08702,2.5,8,4,1104.389984,15.469
12.5,1.08172,2.5,8,4,1104.389984,15.469
13,1.07647,2.5,8,4,1104.389984,15.469
13.5,1.07129,2.5,8,4,1104.389984,15.469
14,1.06618,2.5,8,4,1104.389984,15.469
14.5,1.06112,2.5,8,4,1104.389984,15.469
15,1.05611,2.5,8,4,1104.389984,15.469
17.5,1.03221,2.5,8,4,1104.389984,15.469
20,1.00926,2.5,8,4,1104.389984,15.469
22.5,0.98735,2.5,8,4,1104.389984,15.469
25,0.96642,2.5,8,4,1104.389984,15.469
27.5,0.94649,2.5,8,4,1104.389984,15.469
30,0.92757,2.5,8,4,1104.389984,15.469
32.5,0.90971,2.5,8,4,1104.389984,15.469
35,0.89295,2.5,8,4,1104.389984,15.469
37.5,0.87733,2.5,8,4,1104.389984,15.469
40,0.86286,2.5,8,4,1104.389984,15.469
42.5,0.84953,2.5,8,4,1104.389984,15.469
45,0.83733,2.5,8,4,1104.389984,15.469
47.5,0.82623,2.5,8,4,1104.389984,15.469
50,0.81617,2.5,8,4,1104.389984,15.469
52.5,0.80709,2.5,8,4,1104.389984,15.469
55,0.79891,2.5,8,4,1104.389984,15.469
57.5,0.79155,2.5,8,4,1104.389984,15.469
60,0.78494,2.5,8,4,1104.389984,15.469
0,1.06431,2.5,12,4,604.2412455,15.34
0.5,1.06158,2.5,12,4,604.2412455,15.34
1,1.06751,2.5,12,4,604.2412455,15.34
1.5,1.0746,2.5,12,4,604.2412455,15.34
2,1.08234,2.5,12,4,604.2412455,15.34
2.5,1.09101,2.5,12,4,604.2412455,15.34
3,1.10078,2.5,12,4,604.2412455,15.34
3.5,1.11176,2.5,12,4,604.2412455,15.34
4,1.1237,2.5,12,4,604.2412455,15.34
4.5,1.13556,2.5,12,4,604.2412455,15.34
5,1.14475,2.5,12,4,604.2412455,15.34
5.5,1.14947,2.5,12,4,604.2412455,15.34
6,1.14958,2.5,12,4,604.2412455,15.34
6.5,1.14643,2.5,12,4,604.2412455,15.34
7,1.14175,2.5,12,4,604.2412455,15.34
7.5,1.13632,2.5,12,4,604.2412455,15.34
8,1.13066,2.5,12,4,604.2412455,15.34
8.5,1.12487,2.5,12,4,604.2412455,15.34
9,1.11907,2.5,12,4,604.2412455,15.34
9.5,1.11332,2.5,12,4,604.2412455,15.34
10,1.10764,2.5,12,4,604.2412455,15.34
10.5,1.10204,2.5,12,4,604.2412455,15.34
11,1.09652,2.5,12,4,604.2412455,15.34
11.5,1.09107,2.5,12,4,604.2412455,15.34
12,1.0857,2.5,12,4,604.2412455,15.34
12.5,1.0804,2.5,12,4,604.2412455,15.34
13,1.07516,2.5,12,4,604.2412455,15.34
13.5,1.06999,2.5,12,4,604.2412455,15.34
14,1.06489,2.5,12,4,604.2412455,15.34
14.5,1.05983,2.5,12,4,604.2412455,15.34
15,1.05484,2.5,12,4,604.2412455,15.34
17.5,1.03096,2.5,12,4,604.2412455,15.34
20,1.00804,2.5,12,4,604.2412455,15.34
22.5,0.98614,2.5,12,4,604.2412455,15.34
25,0.96524,2.5,12,4,604.2412455,15.34
27.5,0.94533,2.5,12,4,604.2412455,15.34
30,0.92643,2.5,12,4,604.2412455,15.34
32.5,0.90859,2.5,12,4,604.2412455,15.34
35,0.89185,2.5,12,4,604.2412455,15.34
37.5,0.87625,2.5,12,4,604.2412455,15.34
40,0.8618,2.5,12,4,604.2412455,15.34
42.5,0.8485,2.5,12,4,604.2412455,15.34
45,0.83633,2.5,12,4,604.2412455,15.34
47.5,0.82524,2.5,12,4,604.2412455,15.34
50,0.8152,2.5,12,4,604.2412455,15.34
52.5,0.80614,2.5,12,4,604.2412455,15.34
55,0.79798,2.5,12,4,604.2412455,15.34
57.5,0.79065,2.5,12,4,604.2412455,15.34
60,0.78405,2.5,12,4,604.2412455,15.34
0,1.01288,2.5,16,4,127.1621515,15.196
0.5,1.01331,2.5,16,4,127.1621515,15.196
1,1.0225,2.5,16,4,127.1621515,15.196
1.5,1.03328,2.5,16,4,127.1621515,15.196
2,1.04489,2.5,16,4,127.1621515,15.196
2.5,1.05779,2.5,16,4,127.1621515,15.196
3,1.07212,2.5,16,4,127.1621515,15.196
3.5,1.08804,2.5,16,4,127.1621515,15.196
4,1.10521,2.5,16,4,127.1621515,15.196
4.5,1.12235,2.5,16,4,127.1621515,15.196
5,1.136,2.5,16,4,127.1621515,15.196
5.5,1.14396,2.5,16,4,127.1621515,15.196
6,1.14605,2.5,16,4,127.1621515,15.196
6.5,1.14386,2.5,16,4,127.1621515,15.196
7,1.13966,2.5,16,4,127.1621515,15.196
7.5,1.13448,2.5,16,4,127.1621515,15.196
8,1.12899,2.5,16,4,127.1621515,15.196
8.5,1.12327,2.5,16,4,127.1621515,15.196
9,1.11751,2.5,16,4,127.1621515,15.196
9.5,1.11178,2.5,16,4,127.1621515,15.196
10,1.10612,2.5,16,4,127.1621515,15.196
10.5,1.10053,2.5,16,4,127.1621515,15.196
11,1.09502,2.5,16,4,127.1621515,15.196
11.5,1.08958,2.5,16,4,127.1621515,15.196
12,1.08423,2.5,16,4,127.1621515,15.196
12.5,1.07894,2.5,16,4,127.1621515,15.196
13,1.07372,2.5,16,4,127.1621515,15.196
13.5,1.06856,2.5,16,4,127.1621515,15.196
14,1.06347,2.5,16,4,127.1621515,15.196
14.5,1.05841,2.5,16,4,127.1621515,15.196
15,1.05343,2.5,16,4,127.1621515,15.196
17.5,1.02959,2.5,16,4,127.1621515,15.196
20,1.00672,2.5,16,4,127.1621515,15.196
22.5,0.98486,2.5,16,4,127.1621515,15.196
25,0.96398,2.5,16,4,127.1621515,15.196
27.5,0.9441,2.5,16,4,127.1621515,15.196
30,0.92523,2.5,16,4,127.1621515,15.196
32.5,0.90742,2.5,16,4,127.1621515,15.196
35,0.8907,2.5,16,4,127.1621515,15.196
37.5,0.87513,2.5,16,4,127.1621515,15.196
40,0.8607,2.5,16,4,127.1621515,15.196
42.5,0.84742,2.5,16,4,127.1621515,15.196
45,0.83527,2.5,16,4,127.1621515,15.196
47.5,0.82421,2.5,16,4,127.1621515,15.196
50,0.81419,2.5,16,4,127.1621515,15.196
52.5,0.80515,2.5,16,4,127.1621515,15.196
55,0.797,2.5,16,4,127.1621515,15.196
57.5,0.78969,2.5,16,4,127.1621515,15.196
60,0.78311,2.5,16,4,127.1621515,15.196
0,0.96234,2.5,20,4,-391.3377808,15.049
0.5,0.96601,2.5,20,4,-391.3377808,15.049
1,0.97875,2.5,20,4,-391.3377808,15.049
1.5,0.99327,2.5,20,4,-391.3377808,15.049
2,1.00904,2.5,20,4,-391.3377808,15.049
2.5,1.02645,2.5,20,4,-391.3377808,15.049
3,1.04581,2.5,20,4,-391.3377808,15.049
3.5,1.06719,2.5,20,4,-391.3377808,15.049
4,1.09013,2.5,20,4,-391.3377808,15.049
4.5,1.1126,2.5,20,4,-391.3377808,15.049
5,1.13015,2.5,20,4,-391.3377808,15.049
5.5,1.14039,2.5,20,4,-391.3377808,15.049
6,1.14349,2.5,20,4,-391.3377808,15.049
6.5,1.14179,2.5,20,4,-391.3377808,15.049
7,1.13784,2.5,20,4,-391.3377808,15.049
7.5,1.13279,2.5,20,4,-391.3377808,15.049
8,1.12734,2.5,20,4,-391.3377808,15.049
8.5,1.12166,2.5,20,4,-391.3377808,15.049
9,1.11592,2.5,20,4,-391.3377808,15.049
9.5,1.1102,2.5,20,4,-391.3377808,15.049
10,1.10455,2.5,20,4,-391.3377808,15.049
10.5,1.09897,2.5,20,4,-391.3377808,15.049
11,1.09347,2.5,20,4,-391.3377808,15.049
11.5,1.08805,2.5,20,4,-391.3377808,15.049
12,1.0827,2.5,20,4,-391.3377808,15.049
12.5,1.07742,2.5,20,4,-391.3377808,15.049
13,1.07222,2.5,20,4,-391.3377808,15.049
13.5,1.06707,2.5,20,4,-391.3377808,15.049
14,1.06199,2.5,20,4,-391.3377808,15.049
14.5,1.05695,2.5,20,4,-391.3377808,15.049
15,1.05198,2.5,20,4,-391.3377808,15.049
17.5,1.02819,2.5,20,4,-391.3377808,15.049
20,1.00535,2.5,20,4,-391.3377808,15.049
22.5,0.98352,2.5,20,4,-391.3377808,15.049
25,0.96269,2.5,20,4,-391.3377808,15.049
27.5,0.94283,2.5,20,4,-391.3377808,15.049
30,0.92399,2.5,20,4,-391.3377808,15.049
32.5,0.90621,2.5,20,4,-391.3377808,15.049
35,0.88952,2.5,20,4,-391.3377808,15.049
37.5,0.87397,2.5,20,4,-391.3377808,15.049
40,0.85957,2.5,20,4,-391.3377808,15.049
42.5,0.84632,2.5,20,4,-391.3377808,15.049
45,0.83419,2.5,20,4,-391.3377808,15.049
47.5,0.82315,2.5,20,4,-391.3377808,15.049
50,0.81316,2.5,20,4,-391.3377808,15.049
52.5,0.80413,2.5,20,4,-391.3377808,15.049
55,0.79601,2.5,20,4,-391.3377808,15.049
57.5,0.78871,2.5,20,4,-391.3377808,15.049
60,0.78214,2.5,20,4,-391.3377808,15.049
0,0.9148,2.5,24,4,-931.351115,14.904
0.5,0.92159,2.5,24,4,-931.351115,14.904
1,0.93779,2.5,24,4,-931.351115,14.904
1.5,0.95604,2.5,24,4,-931.351115,14.904
2,0.97582,2.5,24,4,-931.351115,14.904
2.5,0.99761,2.5,24,4,-931.351115,14.904
3,1.02173,2.5,24,4,-931.351115,14.904
3.5,1.04822,2.5,24,4,-931.351115,14.904
4,1.07647,2.5,24,4,-931.351115,14.904
4.5,1.10362,2.5,24,4,-931.351115,14.904
5,1.12448,2.5,24,4,-931.351115,14.904
5.5,1.13675,2.5,24,4,-931.351115,14.904
6,1.14083,2.5,24,4,-931.351115,14.904
6.5,1.13968,2.5,24,4,-931.351115,14.904
7,1.13598,2.5,24,4,-931.351115,14.904
7.5,1.13109,2.5,24,4,-931.351115,14.904
8,1.12571,2.5,24,4,-931.351115,14.904
8.5,1.12007,2.5,24,4,-931.351115,14.904
9,1.11435,2.5,24,4,-931.351115,14.904
9.5,1.10866,2.5,24,4,-931.351115,14.904
10,1.10302,2.5,24,4,-931.351115,14.904
10.5,1.09745,2.5,24,4,-931.351115,14.904
11,1.09197,2.5,24,4,-931.351115,14.904
11.5,1.08656,2.5,24,4,-931.351115,14.904
12,1.08122,2.5,24,4,-931.351115,14.904
12.5,1.07596,2.5,24,4,-931.351115,14.904
13,1.07076,2.5,24,4,-931.351115,14.904
13.5,1.06563,2.5,24,4,-931.351115,14.904
14,1.06055,2.5,24,4,-931.351115,14.904
14.5,1.05552,2.5,24,4,-931.351115,14.904
15,1.05055,2.5,24,4,-931.351115,14.904
17.5,1.02681,2.5,24,4,-931.351115,14.904
20,1.00401,2.5,24,4,-931.351115,14.904
22.5,0.98221,2.5,24,4,-931.351115,14.904
25,0.96142,2.5,24,4,-931.351115,14.904
27.5,0.94159,2.5,24,4,-931.351115,14.904
30,0.92278,2.5,24,4,-931.351115,14.904
32.5,0.90502,2.5,24,4,-931.351115,14.904
35,0.88836,2.5,24,4,-931.351115,14.904
37.5,0.87284,2.5,24,4,-931.351115,14.904
40,0.85847,2.5,24,4,-931.351115,14.904
42.5,0.84524,2.5,24,4,-931.351115,14.904
45,0.83314,2.5,24,4,-931.351115,14.904
47.5,0.82212,2.5,24,4,-931.351115,14.904
50,0.81215,2.5,24,4,-931.351115,14.904
52.5,0.80314,2.5,24,4,-931.351115,14.904
55,0.79504,2.5,24,4,-931.351115,14.904
57.5,0.78776,2.5,24,4,-931.351115,14.904
60,0.7812,2.5,24,4,-931.351115,14.904
0,1.28631,3,0,4,2225.824257,20.575
0.5,1.27257,3,0,4,2225.824257,20.575
1,1.26592,3,0,4,2225.824257,20.575
1.5,1.26022,3,0,4,2225.824257,20.575
2,1.25435,3,0,4,2225.824257,20.575
2.5,1.24826,3,0,4,2225.824257,20.575
3,1.242,3,0,4,2225.824257,20.575
3.5,1.23564,3,0,4,2225.824257,20.575
4,1.22923,3,0,4,2225.824257,20.575
4.5,1.2228,3,0,4,2225.824257,20.575
5,1.21639,3,0,4,2225.824257,20.575
5.5,1.21002,3,0,4,2225.824257,20.575
6,1.20371,3,0,4,2225.824257,20.575
6.5,1.19748,3,0,4,2225.824257,20.575
7,1.19132,3,0,4,2225.824257,20.575
7.5,1.18526,3,0,4,2225.824257,20.575
8,1.1793,3,0,4,2225.824257,20.575
8.5,1.17342,3,0,4,2225.824257,20.575
9,1.16762,3,0,4,2225.824257,20.575
9.5,1.16191,3,0,4,2225.824257,20.575
10,1.15628,3,0,4,2225.824257,20.575
10.5,1.15072,3,0,4,2225.824257,20.575
11,1.14524,3,0,4,2225.824257,20.575
11.5,1.13984,3,0,4,2225.824257,20.575
12,1.1345,3,0,4,2225.824257,20.575
12.5,1.12923,3,0,4,2225.824257,20.575
13,1.12402,3,0,4,2225.824257,20.575
13.5,1.11887,3,0,4,2225.824257,20.575
14,1.11379,3,0,4,2225.824257,20.575
14.5,1.10875,3,0,4,2225.824257,20.575
15,1.10377,3,0,4,2225.824257,20.575
17.5,1.07978,3,0,4,2225.824257,20.575
20,1.05669,3,0,4,2225.824257,20.575
22.5,1.03444,3,0,4,2225.824257,20.575
25,1.01296,3,0,4,2225.824257,20.575
27.5,0.99221,3,0,4,2225.824257,20.575
30,0.9722,3,0,4,2225.824257,20.575
32.5,0.95293,3,0,4,2225.824257,20.575
35,0.93446,3,0,4,2225.824257,20.575
37.5,0.91682,3,0,4,2225.824257,20.575
40,0.90009,3,0,4,2225.824257,20.575
42.5,0.88429,3,0,4,2225.824257,20.575
45,0.86949,3,0,4,2225.824257,20.575
47.5,0.85569,3,0,4,2225.824257,20.575
50,0.84291,3,0,4,2225.824257,20.575
52.5,0.83116,3,0,4,2225.824257,20.575
55,0.8204,3,0,4,2225.824257,20.575
57.5,0.81059,3,0,4,2225.824257,20.575
60,0.80171,3,0,4,2225.824257,20.575
0,1.22698,3,4,4,1849.907904,20.348
0.5,1.21622,3,4,4,1849.907904,20.348
1,1.21285,3,4,4,1849.907904,20.348
1.5,1.21053,3,4,4,1849.907904,20.348
2,1.20827,3,4,4,1849.907904,20.348
2.5,1.20606,3,4,4,1849.907904,20.348
